"SKU";"Name";"Category";"Схема";"Brand";"Seller";"Balance";"Balance FBS";"Comments";"Final price";"Max price";"Min price";"Average price";"Median price";"Цена с Ozon картой";"Sales";"Revenue";"Revenue potential";"Revenue average";"Lost profit";"Lost profit percent";"URL";"Thumb";"Days in stock";"Days with sales";"Average if in stock";"Rating";"FBS";"Base price";"Category Position";"Categories Last Count";"Sales Per Day Average";"Turnover";"Turnover days"
1225156468;"Наушники беспроводные Huawei Freebuds SE 2, белый";"Электроника/Наушники и аудиотехника/Наушники";"FBO";"HUAWEI";"ЭЛКО Рус";243;0;355;2302;2999;2192;"2467,1576";2512.5;2240;1174;2896443;"9085423,7692";"7892,2153";"6188980,7692";"68,1199";"https://www.ozon.ru/context/detail/id/1225156468/";"https://cdn1.ozone.ru/s3/multimedia-x/6790091181.jpg";117;104;"9,8034";"4,86";0;2599;731;2;"3,1989";"9,66";38
1191422688;"HUAWEI Наушники беспроводные с микрофоном Huawei FreeBuds 5i, USB Type-C, черный";"";"FBO";"HUAWEI";"HUAWEI Store KZ";0;0;673;5386;6499;4687;"5140,6078";5359;5262;1173;6029933;"51464777";"16430,3351";"45434844";"88,2834";"https://www.ozon.ru/context/detail/id/1191422688/";"https://cdn1.ozone.ru/s3/multimedia-1-h/6908456645.jpg";43;43;"23,3721";"4,86";1;6499;0;1;"3,1962";"0";0
864743600;"Планшет HUAWEI MatePad SE 10,4 3+32 Gb WiFI Graphite Black (53013NAE)";"Электроника/Ноутбуки, планшеты и электронные книги/Планшеты";"FBO";"HUAWEI";"Buyon";78;0;248;11672;15990;9292;"9944,258";10690;11448;1132;11256900;"22699353,2967";"30672,752";"11442453,2967";"50,4087";"https://www.ozon.ru/context/detail/id/864743600/";"https://cdn1.ozone.ru/s3/multimedia-s/6714157996.jpg";182;125;"5,4341";"4,89";0;15990;275;2;"3,0845";"26,95";14
1026502714;"HUAWEI Смартфон Nova 11i 8/128 ГБ, черный";"Электроника/Телефоны и смарт-часы/Смартфоны";"FBO";"HUAWEI";"Smart Ecom Store";3;0;613;16173;19899;14186;"16282,9658";16420;15846;1110;18074092;"28226347,9319";"49248,2071";"10152255,9319";"35,9673";"https://www.ozon.ru/context/detail/id/1026502714/";"https://cdn1.ozone.ru/s3/multimedia-1-q/6938293958.jpg";235;161;"4,6894";"4,9";0;21999;2626;1;"3,0245";"740";0
858608808;"Планшет HUAWEI MatePad SE 10.4 4/128 Gb LTE Graphite Black (53013NVG)";"Электроника/Ноутбуки, планшеты и электронные книги/Планшеты";"FBO";"HUAWEI";"Buyon";37;0;915;16585;20990;14934;"16398,7613";16682;16275;1043;17103908;"22498689,0179";"46604,654";"5394781,0179";"23,9782";"https://www.ozon.ru/context/detail/id/858608808/";"https://cdn1.ozone.ru/s3/multimedia-m/6538971142.jpg";279;228;"3,7061";"4,92";1;22990;54;2;"2,842";"37,25";10
1089045228;"11.5"" Планшет HUAWEI MatePad 11.5 Wi-Fi 6/128 ГБ, серый";"Электроника/Ноутбуки, планшеты и электронные книги/Планшеты";"FBO";"HUAWEI";"Smart Ecom Store";61;0;276;21716;29990;20339;"21940,9471";22311;21283;1020;22379766;"48599846,8757";"60980,2888";"26220080,8757";"53,951";"https://www.ozon.ru/context/detail/id/1089045228/";"https://cdn1.ozone.ru/s3/multimedia-g/6725306176.jpg";169;135;"5,8757";"4,93";0;29990;3089;1;"2,7793";"33,44";11
1061724723;"Наушники беспроводные HUAWEI FREEBUDS 5I T0014, керамический белый";"Электроника/Наушники и аудиотехника/Наушники";"FBO";"HUAWEI";"ЭЛКО Рус";119;0;346;4915;5999;4912;"5161,7041";5268.5;4790;1007;5197836;"16166150,9492";"14163,0409";"10968314,9492";"67,8474";"https://www.ozon.ru/context/detail/id/1061724723/";"https://cdn1.ozone.ru/s3/multimedia-n/6694737539.jpg";118;97;"7,4322";"4,93";0;5499;677;3;"2,7439";"16,92";22
1191516084;"HUAWEI Фитнес-браслет, розовый";"";"FBO";"HUAWEI";"HUAWEI Store KZ";0;0;940;2621;3299;2551;"2841,966";2902;2559;1000;2841966;"14094615,1622";"7743,7766";"11252649,1622";"79,8365";"https://www.ozon.ru/context/detail/id/1191516084/";"https://cdn1.ozone.ru/s3/multimedia-5/6904455881.jpg";74;67;"12,4054";"4,92";1;3999;0;1;"2,7248";"0";0
1191516079;"HUAWEI Фитнес-браслет Band 8 ASK-B19, черный";"";"FBO";"HUAWEI";"HUAWEI Store KZ";0;0;939;2623;3299;2551;"2820,3767";2897;2561;953;2687819;"21920657,1778";"7323,7575";"19232838,1778";"87,7384";"https://www.ozon.ru/context/detail/id/1191516079/";"https://cdn1.ozone.ru/s3/multimedia-6/6904455918.jpg";45;41;"12,9556";"4,92";1;3999;0;1;"2,5967";"0";0
1029899321;"HUAWEI Смартфон Nova Y91 8/256 ГБ, черный";"Электроника/Телефоны и смарт-часы/Смартфоны";"FBO";"HUAWEI";"Smart Ecom Store";21;0;445;18784;39999;18245;"20043,8126";19529;18405;923;18500439;"33948305,565";"50409,9155";"15447866,565";"45,5041";"https://www.ozon.ru/context/detail/id/1029899321/";"https://cdn1.ozone.ru/s3/multimedia-1-s/6938290900.jpg";200;130;"4,59";"4,89";0;39999;2976;1;"2,515";"87,9";4
